"OBÈINE","SKD DEJAVNOST","2021 (zaèasni podatki)"
"Sveti Andraž v Slov. goricah","M Strokovne, znanstvene in tehniène dejavnosti",0
"Sveti Andraž v Slov. goricah","N Druge raznovrstne poslovne dejavnosti",0
"Sveti Andraž v Slov. goricah","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",86220
"Sveti Andraž v Slov. goricah","P Izobraževanje",81371
"Sveti Andraž v Slov. goricah","Q Zdravstvo in socialno varstvo",1707
"Sveti Andraž v Slov. goricah","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Sveti Andraž v Slov. goricah","S Druge dejavnosti",4320
"Sveti Andraž v Slov. goricah","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Sveti Andraž v Slov. goricah","U Dejavnost eksteritorialnih organizacij in teles",0
"Sveti Andraž v Slov. goricah","X Neznano",107886
"Sveti Jurij ob Šèavnici","SKD Dejavnost - SKUPAJ",2439294
"Sveti Jurij ob Šèavnici","A Kmetijstvo in lov, gozdarstvo, ribištvo",47494
"Sveti Jurij ob Šèavnici","B Rudarstvo",0
"Sveti Jurij ob Šèavnici","C Predelovalne dejavnosti",382898
"Sveti Jurij ob Šèavnici","D Oskrba z elektrièno energijo, plinom in paro",325
"Sveti Jurij ob Šèavnici","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",109348
"Sveti Jurij ob Šèavnici","F Gradbeništvo",35640
"Sveti Jurij ob Šèavnici","G Trgovina, vzdrževanje in popravila motornih vozil",631258
"Sveti Jurij ob Šèavnici","H Promet in skladišèenje",168056
"Sveti Jurij ob Šèavnici","I Gostinstvo",265397
"Sveti Jurij ob Šèavnici","J Informacijske in komunikacijske dejavnosti",201121
"Sveti Jurij ob Šèavnici","K Finanène in zavarovalniške dejavnosti",0
"Sveti Jurij ob Šèavnici","L Poslovanje z nepremièninami",344
"Sveti Jurij ob Šèavnici","M Strokovne, znanstvene in tehniène dejavnosti",19933
"Sveti Jurij ob Šèavnici","N Druge raznovrstne poslovne dejavnosti",72303
"Sveti Jurij ob Šèavnici","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",179719
"Sveti Jurij ob Šèavnici","P Izobraževanje",108114
"Sveti Jurij ob Šèavnici","Q Zdravstvo in socialno varstvo",29720
"Sveti Jurij ob Šèavnici","R Kulturne, razvedrilne in rekreacijske dejavnosti",-28
"Sveti Jurij ob Šèavnici","S Druge dejavnosti",19136
"Sveti Jurij ob Šèavnici","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Sveti Jurij ob Šèavnici","U Dejavnost eksteritorialnih organizacij in teles",0
"Sveti Jurij ob Šèavnici","X Neznano",168516
"Sveti Jurij v Slov. goricah","SKD Dejavnost - SKUPAJ",713363
"Sveti Jurij v Slov. goricah","A Kmetijstvo in lov, gozdarstvo, ribištvo",1297
"Sveti Jurij v Slov. goricah","B Rudarstvo",0
"Sveti Jurij v Slov. goricah","C Predelovalne dejavnosti",76421
"Sveti Jurij v Slov. goricah","D Oskrba z elektrièno energijo, plinom in paro",0
"Sveti Jurij v Slov. goricah","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",19937
"Sveti Jurij v Slov. goricah","F Gradbeništvo",29879
"Sveti Jurij v Slov. goricah","G Trgovina, vzdrževanje in popravila motornih vozil",137715
"Sveti Jurij v Slov. goricah","H Promet in skladišèenje",19147
"Sveti Jurij v Slov. goricah","I Gostinstvo",42536
"Sveti Jurij v Slov. goricah","J Informacijske in komunikacijske dejavnosti",78076
"Sveti Jurij v Slov. goricah","K Finanène in zavarovalniške dejavnosti",0
"Sveti Jurij v Slov. goricah","L Poslovanje z nepremièninami",0
"Sveti Jurij v Slov. goricah","M Strokovne, znanstvene in tehniène dejavnosti",0
"Sveti Jurij v Slov. goricah","N Druge raznovrstne poslovne dejavnosti",0
"Sveti Jurij v Slov. goricah","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",123791
"Sveti Jurij v Slov. goricah","P Izobraževanje",84947
"Sveti Jurij v Slov. goricah","Q Zdravstvo in socialno varstvo",0
"Sveti Jurij v Slov. goricah","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Sveti Jurij v Slov. goricah","S Druge dejavnosti",6305
"Sveti Jurij v Slov. goricah","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Sveti Jurij v Slov. goricah","U Dejavnost eksteritorialnih organizacij in teles",0
"Sveti Jurij v Slov. goricah","X Neznano",93312
"Sveti Tomaž","SKD Dejavnost - SKUPAJ",569166
"Sveti Tomaž","A Kmetijstvo in lov, gozdarstvo, ribištvo",1770
"Sveti Tomaž","B Rudarstvo",0
"Sveti Tomaž","C Predelovalne dejavnosti",5607
"Sveti Tomaž","D Oskrba z elektrièno energijo, plinom in paro",15678
"Sveti Tomaž","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",15666
"Sveti Tomaž","F Gradbeništvo",14086
"Sveti Tomaž","G Trgovina, vzdrževanje in popravila motornih vozil",102386
"Sveti Tomaž","H Promet in skladišèenje",4847
"Sveti Tomaž","I Gostinstvo",61920
"Sveti Tomaž","J Informacijske in komunikacijske dejavnosti",52537
"Sveti Tomaž","K Finanène in zavarovalniške dejavnosti",0
"Sveti Tomaž","L Poslovanje z nepremièninami",0
"Sveti Tomaž","M Strokovne, znanstvene in tehniène dejavnosti",839
"Sveti Tomaž","N Druge raznovrstne poslovne dejavnosti",0
"Sveti Tomaž","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",54160
"Sveti Tomaž","P Izobraževanje",104847
"Sveti Tomaž","Q Zdravstvo in socialno varstvo",109989
"Sveti Tomaž","R Kulturne, razvedrilne in rekreacijske dejavnosti",7856
"Sveti Tomaž","S Druge dejavnosti",7279
"Sveti Tomaž","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Sveti Tomaž","U Dejavnost eksteritorialnih organizacij in teles",0
"Sveti Tomaž","X Neznano",9699
"Šalovci","SKD Dejavnost - SKUPAJ",733234
"Šalovci","A Kmetijstvo in lov, gozdarstvo, ribištvo",55699
"Šalovci","B Rudarstvo",0
"Šalovci","C Predelovalne dejavnosti",40041
"Šalovci","D Oskrba z elektrièno energijo, plinom in paro",19682
"Šalovci","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",81055
"Šalovci","F Gradbeništvo",108
"Šalovci","G Trgovina, vzdrževanje in popravila motornih vozil",73799
"Šalovci","H Promet in skladišèenje",333
"Šalovci","I Gostinstvo",45600
"Šalovci","J Informacijske in komunikacijske dejavnosti",157968
"Šalovci","K Finanène in zavarovalniške dejavnosti",1949
"Šalovci","L Poslovanje z nepremièninami",10608
"Šalovci","M Strokovne, znanstvene in tehniène dejavnosti",10502
"Šalovci","N Druge raznovrstne poslovne dejavnosti",0
"Šalovci","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",156547
"Šalovci","P Izobraževanje",41584
"Šalovci","Q Zdravstvo in socialno varstvo",0
"Šalovci","R Kulturne, razvedrilne in rekreacijske dejavnosti",2483
"Šalovci","S Druge dejavnosti",8235
"Šalovci","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šalovci","U Dejavnost eksteritorialnih organizacij in teles",0
"Šalovci","X Neznano",27041
"Šempeter - Vrtojba","SKD Dejavnost - SKUPAJ",41533504
"Šempeter - Vrtojba","A Kmetijstvo in lov, gozdarstvo, ribištvo",0
"Šempeter - Vrtojba","B Rudarstvo",0
"Šempeter - Vrtojba","C Predelovalne dejavnosti",23082175
"Šempeter - Vrtojba","D Oskrba z elektrièno energijo, plinom in paro",15298
"Šempeter - Vrtojba","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",3635337
"Šempeter - Vrtojba","F Gradbeništvo",428988
"Šempeter - Vrtojba","G Trgovina, vzdrževanje in popravila motornih vozil",5335987
"Šempeter - Vrtojba","H Promet in skladišèenje",635579
"Šempeter - Vrtojba","I Gostinstvo",373364
"Šempeter - Vrtojba","J Informacijske in komunikacijske dejavnosti",321617
"Šempeter - Vrtojba","K Finanène in zavarovalniške dejavnosti",95448
"Šempeter - Vrtojba","L Poslovanje z nepremièninami",186601
"Šempeter - Vrtojba","M Strokovne, znanstvene in tehniène dejavnosti",627927
"Šempeter - Vrtojba","N Druge raznovrstne poslovne dejavnosti",73245
"Šempeter - Vrtojba","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",729017
"Šempeter - Vrtojba","P Izobraževanje",558317
"Šempeter - Vrtojba","Q Zdravstvo in socialno varstvo",3776643
"Šempeter - Vrtojba","R Kulturne, razvedrilne in rekreacijske dejavnosti",1130735
"Šempeter - Vrtojba","S Druge dejavnosti",125623
"Šempeter - Vrtojba","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šempeter - Vrtojba","U Dejavnost eksteritorialnih organizacij in teles",0
"Šempeter - Vrtojba","X Neznano",401603
"Šenèur","SKD Dejavnost - SKUPAJ",15684186
"Šenèur","A Kmetijstvo in lov, gozdarstvo, ribištvo",228897
"Šenèur","B Rudarstvo",0
"Šenèur","C Predelovalne dejavnosti",6133343
"Šenèur","D Oskrba z elektrièno energijo, plinom in paro",162037
"Šenèur","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",83587
"Šenèur","F Gradbeništvo",185236
"Šenèur","G Trgovina, vzdrževanje in popravila motornih vozil",3183463
"Šenèur","H Promet in skladišèenje",666985
"Šenèur","I Gostinstvo",798178
"Šenèur","J Informacijske in komunikacijske dejavnosti",564273
"Šenèur","K Finanène in zavarovalniške dejavnosti",11082
"Šenèur","L Poslovanje z nepremièninami",234829
"Šenèur","M Strokovne, znanstvene in tehniène dejavnosti",1511912
"Šenèur","N Druge raznovrstne poslovne dejavnosti",64977
"Šenèur","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",853582
"Šenèur","P Izobraževanje",49616
"Šenèur","Q Zdravstvo in socialno varstvo",34515
"Šenèur","R Kulturne, razvedrilne in rekreacijske dejavnosti",8667
"Šenèur","S Druge dejavnosti",163784
"Šenèur","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šenèur","U Dejavnost eksteritorialnih organizacij in teles",0
"Šenèur","X Neznano",745223
"Šentilj","SKD Dejavnost - SKUPAJ",88877267
"Šentilj","A Kmetijstvo in lov, gozdarstvo, ribištvo",0
"Šentilj","B Rudarstvo",0
"Šentilj","C Predelovalne dejavnosti",73838845
"Šentilj","D Oskrba z elektrièno energijo, plinom in paro",37018
"Šentilj","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1530573
"Šentilj","F Gradbeništvo",127070
"Šentilj","G Trgovina, vzdrževanje in popravila motornih vozil",2439827
"Šentilj","H Promet in skladišèenje",133235
"Šentilj","I Gostinstvo",495826
"Šentilj","J Informacijske in komunikacijske dejavnosti",441173
"Šentilj","K Finanène in zavarovalniške dejavnosti",1772
"Šentilj","L Poslovanje z nepremièninami",6676800
"Šentilj","M Strokovne, znanstvene in tehniène dejavnosti",22076
"Šentilj","N Druge raznovrstne poslovne dejavnosti",0
"Šentilj","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1092658
"Šentilj","P Izobraževanje",0
"Šentilj","Q Zdravstvo in socialno varstvo",70057
"Šentilj","R Kulturne, razvedrilne in rekreacijske dejavnosti",1547516
"Šentilj","S Druge dejavnosti",41277
"Šentilj","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šentilj","U Dejavnost eksteritorialnih organizacij in teles",0
"Šentilj","X Neznano",381544
"Šentjernej","SKD Dejavnost - SKUPAJ",22044310
"Šentjernej","A Kmetijstvo in lov, gozdarstvo, ribištvo",8841
"Šentjernej","B Rudarstvo",27537
"Šentjernej","C Predelovalne dejavnosti",17667372
"Šentjernej","D Oskrba z elektrièno energijo, plinom in paro",46061
"Šentjernej","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",280981
"Šentjernej","F Gradbeništvo",248530
"Šentjernej","G Trgovina, vzdrževanje in popravila motornih vozil",1387912
"Šentjernej","H Promet in skladišèenje",328399
"Šentjernej","I Gostinstvo",421066
"Šentjernej","J Informacijske in komunikacijske dejavnosti",279336
"Šentjernej","K Finanène in zavarovalniške dejavnosti",50821
"Šentjernej","L Poslovanje z nepremièninami",231
"Šentjernej","M Strokovne, znanstvene in tehniène dejavnosti",73693
"Šentjernej","N Druge raznovrstne poslovne dejavnosti",0
"Šentjernej","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",458636
"Šentjernej","P Izobraževanje",418850
"Šentjernej","Q Zdravstvo in socialno varstvo",42492
"Šentjernej","R Kulturne, razvedrilne in rekreacijske dejavnosti",25841
"Šentjernej","S Druge dejavnosti",136894
"Šentjernej","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šentjernej","U Dejavnost eksteritorialnih organizacij in teles",0
"Šentjernej","X Neznano",140817
"Šentjur","SKD Dejavnost - SKUPAJ",35426848
"Šentjur","A Kmetijstvo in lov, gozdarstvo, ribištvo",1236842
"Šentjur","B Rudarstvo",12547
"Šentjur","C Predelovalne dejavnosti",17422631
"Šentjur","D Oskrba z elektrièno energijo, plinom in paro",39156
"Šentjur","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",2256061
"Šentjur","F Gradbeništvo",1027116
"Šentjur","G Trgovina, vzdrževanje in popravila motornih vozil",6434693
"Šentjur","H Promet in skladišèenje",822777
"Šentjur","I Gostinstvo",467748
"Šentjur","J Informacijske in komunikacijske dejavnosti",861544
"Šentjur","K Finanène in zavarovalniške dejavnosti",63544
"Šentjur","L Poslovanje z nepremièninami",474079
"Šentjur","M Strokovne, znanstvene in tehniène dejavnosti",276586
"Šentjur","N Druge raznovrstne poslovne dejavnosti",159008
"Šentjur","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1035751
"Šentjur","P Izobraževanje",875039
"Šentjur","Q Zdravstvo in socialno varstvo",668781
"Šentjur","R Kulturne, razvedrilne in rekreacijske dejavnosti",162634
"Šentjur","S Druge dejavnosti",133859
"Šentjur","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šentjur","U Dejavnost eksteritorialnih organizacij in teles",0
"Šentjur","X Neznano",996452
"Šentrupert","SKD Dejavnost - SKUPAJ",34442765
"Šentrupert","A Kmetijstvo in lov, gozdarstvo, ribištvo",0
"Šentrupert","B Rudarstvo",0
"Šentrupert","C Predelovalne dejavnosti",31600655
"Šentrupert","D Oskrba z elektrièno energijo, plinom in paro",12423
"Šentrupert","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",181233
"Šentrupert","F Gradbeništvo",95407
"Šentrupert","G Trgovina, vzdrževanje in popravila motornih vozil",242016
"Šentrupert","H Promet in skladišèenje",1672
"Šentrupert","I Gostinstvo",116565
"Šentrupert","J Informacijske in komunikacijske dejavnosti",154009
"Šentrupert","K Finanène in zavarovalniške dejavnosti",927
"Šentrupert","L Poslovanje z nepremièninami",33312
"Šentrupert","M Strokovne, znanstvene in tehniène dejavnosti",7
"Šentrupert","N Druge raznovrstne poslovne dejavnosti",0
"Šentrupert","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1651766
"Šentrupert","P Izobraževanje",108531
"Šentrupert","Q Zdravstvo in socialno varstvo",25552
"Šentrupert","R Kulturne, razvedrilne in rekreacijske dejavnosti",5886
"Šentrupert","S Druge dejavnosti",12490
"Šentrupert","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šentrupert","U Dejavnost eksteritorialnih organizacij in teles",0
"Šentrupert","X Neznano",200314
"Škocjan","SKD Dejavnost - SKUPAJ",2957473
"Škocjan","A Kmetijstvo in lov, gozdarstvo, ribištvo",45022
"Škocjan","B Rudarstvo",0
"Škocjan","C Predelovalne dejavnosti",1107719
"Škocjan","D Oskrba z elektrièno energijo, plinom in paro",222
"Škocjan","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",202670
"Škocjan","F Gradbeništvo",283543
"Škocjan","G Trgovina, vzdrževanje in popravila motornih vozil",486268
"Škocjan","H Promet in skladišèenje",9925
"Škocjan","I Gostinstvo",190530
"Škocjan","J Informacijske in komunikacijske dejavnosti",128029
"Škocjan","K Finanène in zavarovalniške dejavnosti",0
"Škocjan","L Poslovanje z nepremièninami",47
"Škocjan","M Strokovne, znanstvene in tehniène dejavnosti",61027
"Škocjan","N Druge raznovrstne poslovne dejavnosti",0
"Škocjan","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",162648
"Škocjan","P Izobraževanje",153776
"Škocjan","Q Zdravstvo in socialno varstvo",5061
"Škocjan","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Škocjan","S Druge dejavnosti",13614
"Škocjan","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Škocjan","U Dejavnost eksteritorialnih organizacij in teles",0
"Škocjan","X Neznano",107372
"Škofja Loka","SKD Dejavnost - SKUPAJ",197200389
"Škofja Loka","A Kmetijstvo in lov, gozdarstvo, ribištvo",173138
"Škofja Loka","B Rudarstvo",0
"Škofja Loka","C Predelovalne dejavnosti",174553323
"Škofja Loka","D Oskrba z elektrièno energijo, plinom in paro",26958
"Škofja Loka","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",840809
"Škofja Loka","F Gradbeništvo",713929
"Škofja Loka","G Trgovina, vzdrževanje in popravila motornih vozil",6649846
"Škofja Loka","H Promet in skladišèenje",1490854
"Škofja Loka","I Gostinstvo",1921829
"Škofja Loka","J Informacijske in komunikacijske dejavnosti",1100864
"Škofja Loka","K Finanène in zavarovalniške dejavnosti",199540
"Škofja Loka","L Poslovanje z nepremièninami",1558307
"Škofja Loka","M Strokovne, znanstvene in tehniène dejavnosti",798059
"Škofja Loka","N Druge raznovrstne poslovne dejavnosti",312134
"Škofja Loka","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1635403
"Škofja Loka","P Izobraževanje",1483881
"Škofja Loka","Q Zdravstvo in socialno varstvo",916089
"Škofja Loka","R Kulturne, razvedrilne in rekreacijske dejavnosti",588026
"Škofja Loka","S Druge dejavnosti",656727
"Škofja Loka","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Škofja Loka","U Dejavnost eksteritorialnih organizacij in teles",0
"Škofja Loka","X Neznano",1580673
"Škofljica","SKD Dejavnost - SKUPAJ",14242345
"Škofljica","A Kmetijstvo in lov, gozdarstvo, ribištvo",0
"Škofljica","B Rudarstvo",0
"Škofljica","C Predelovalne dejavnosti",6157303
"Škofljica","D Oskrba z elektrièno energijo, plinom in paro",4962
"Škofljica","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",614620
"Škofljica","F Gradbeništvo",200694
"Škofljica","G Trgovina, vzdrževanje in popravila motornih vozil",2447347
"Škofljica","H Promet in skladišèenje",801540
"Škofljica","I Gostinstvo",470893
"Škofljica","J Informacijske in komunikacijske dejavnosti",650798
"Škofljica","K Finanène in zavarovalniške dejavnosti",0
"Škofljica","L Poslovanje z nepremièninami",231359
"Škofljica","M Strokovne, znanstvene in tehniène dejavnosti",48494
"Škofljica","N Druge raznovrstne poslovne dejavnosti",32517
"Škofljica","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",713126
"Škofljica","P Izobraževanje",795558
"Škofljica","Q Zdravstvo in socialno varstvo",713379
"Škofljica","R Kulturne, razvedrilne in rekreacijske dejavnosti",14094
"Škofljica","S Druge dejavnosti",20641
"Škofljica","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Škofljica","U Dejavnost eksteritorialnih organizacij in teles",0
"Škofljica","X Neznano",325020
"Šmarje pri Jelšah","SKD Dejavnost - SKUPAJ",15393525
"Šmarje pri Jelšah","A Kmetijstvo in lov, gozdarstvo, ribištvo",349224
"Šmarje pri Jelšah","B Rudarstvo",13941
"Šmarje pri Jelšah","C Predelovalne dejavnosti",7090516
"Šmarje pri Jelšah","D Oskrba z elektrièno energijo, plinom in paro",38567
"Šmarje pri Jelšah","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1108550
"Šmarje pri Jelšah","F Gradbeništvo",100389
"Šmarje pri Jelšah","G Trgovina, vzdrževanje in popravila motornih vozil",3442923
"Šmarje pri Jelšah","H Promet in skladišèenje",33129
"Šmarje pri Jelšah","I Gostinstvo",301357
"Šmarje pri Jelšah","J Informacijske in komunikacijske dejavnosti",435349
"Šmarje pri Jelšah","K Finanène in zavarovalniške dejavnosti",62786
"Šmarje pri Jelšah","L Poslovanje z nepremièninami",399801
"Šmarje pri Jelšah","M Strokovne, znanstvene in tehniène dejavnosti",61727
"Šmarje pri Jelšah","N Druge raznovrstne poslovne dejavnosti",52987
"Šmarje pri Jelšah","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",299667
"Šmarje pri Jelšah","P Izobraževanje",457662
"Šmarje pri Jelšah","Q Zdravstvo in socialno varstvo",530038
"Šmarje pri Jelšah","R Kulturne, razvedrilne in rekreacijske dejavnosti",96704
"Šmarje pri Jelšah","S Druge dejavnosti",119979
"Šmarje pri Jelšah","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šmarje pri Jelšah","U Dejavnost eksteritorialnih organizacij in teles",0
"Šmarje pri Jelšah","X Neznano",398229
"Šmarješke Toplice","SKD Dejavnost - SKUPAJ",11445075
"Šmarješke Toplice","A Kmetijstvo in lov, gozdarstvo, ribištvo",879
"Šmarješke Toplice","B Rudarstvo",0
"Šmarješke Toplice","C Predelovalne dejavnosti",4974218
"Šmarješke Toplice","D Oskrba z elektrièno energijo, plinom in paro",2045
"Šmarješke Toplice","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1528850
"Šmarješke Toplice","F Gradbeništvo",105215
"Šmarješke Toplice","G Trgovina, vzdrževanje in popravila motornih vozil",110888
"Šmarješke Toplice","H Promet in skladišèenje",37883
"Šmarješke Toplice","I Gostinstvo",3674484
"Šmarješke Toplice","J Informacijske in komunikacijske dejavnosti",139108
"Šmarješke Toplice","K Finanène in zavarovalniške dejavnosti",107457
"Šmarješke Toplice","L Poslovanje z nepremièninami",75833
"Šmarješke Toplice","M Strokovne, znanstvene in tehniène dejavnosti",61957
"Šmarješke Toplice","N Druge raznovrstne poslovne dejavnosti",15631
"Šmarješke Toplice","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",253927
"Šmarješke Toplice","P Izobraževanje",176869
"Šmarješke Toplice","Q Zdravstvo in socialno varstvo",125850
"Šmarješke Toplice","R Kulturne, razvedrilne in rekreacijske dejavnosti",1974
"Šmarješke Toplice","S Druge dejavnosti",29099
"Šmarješke Toplice","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šmarješke Toplice","U Dejavnost eksteritorialnih organizacij in teles",0
"Šmarješke Toplice","X Neznano",22908
"Šmartno ob Paki","SKD Dejavnost - SKUPAJ",10601036
"Šmartno ob Paki","A Kmetijstvo in lov, gozdarstvo, ribištvo",40153
"Šmartno ob Paki","B Rudarstvo",509000
"Šmartno ob Paki","C Predelovalne dejavnosti",8382698
"Šmartno ob Paki","D Oskrba z elektrièno energijo, plinom in paro",126
"Šmartno ob Paki","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",201839
"Šmartno ob Paki","F Gradbeništvo",34538
"Šmartno ob Paki","G Trgovina, vzdrževanje in popravila motornih vozil",601100
"Šmartno ob Paki","H Promet in skladišèenje",98963
"Šmartno ob Paki","I Gostinstvo",40527
"Šmartno ob Paki","J Informacijske in komunikacijske dejavnosti",197513
"Šmartno ob Paki","K Finanène in zavarovalniške dejavnosti",0
"Šmartno ob Paki","L Poslovanje z nepremièninami",107515
"Šmartno ob Paki","M Strokovne, znanstvene in tehniène dejavnosti",12137
"Šmartno ob Paki","N Druge raznovrstne poslovne dejavnosti",0
"Šmartno ob Paki","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",154590
"Šmartno ob Paki","P Izobraževanje",133268
"Šmartno ob Paki","Q Zdravstvo in socialno varstvo",16010
"Šmartno ob Paki","R Kulturne, razvedrilne in rekreacijske dejavnosti",10025
"Šmartno ob Paki","S Druge dejavnosti",16643
"Šmartno ob Paki","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šmartno ob Paki","U Dejavnost eksteritorialnih organizacij in teles",0
"Šmartno ob Paki","X Neznano",44391
"Šmartno pri Litiji","SKD Dejavnost - SKUPAJ",10584081
"Šmartno pri Litiji","A Kmetijstvo in lov, gozdarstvo, ribištvo",3991
"Šmartno pri Litiji","B Rudarstvo",519061
"Šmartno pri Litiji","C Predelovalne dejavnosti",7670161
"Šmartno pri Litiji","D Oskrba z elektrièno energijo, plinom in paro",293
"Šmartno pri Litiji","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",219403
"Šmartno pri Litiji","F Gradbeništvo",204515
"Šmartno pri Litiji","G Trgovina, vzdrževanje in popravila motornih vozil",441388
"Šmartno pri Litiji","H Promet in skladišèenje",14954
"Šmartno pri Litiji","I Gostinstvo",231766
"Šmartno pri Litiji","J Informacijske in komunikacijske dejavnosti",133917
"Šmartno pri Litiji","K Finanène in zavarovalniške dejavnosti",0
"Šmartno pri Litiji","L Poslovanje z nepremièninami",0
"Šmartno pri Litiji","M Strokovne, znanstvene in tehniène dejavnosti",26244
"Šmartno pri Litiji","N Druge raznovrstne poslovne dejavnosti",0
"Šmartno pri Litiji","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",216933
"Šmartno pri Litiji","P Izobraževanje",157490
"Šmartno pri Litiji","Q Zdravstvo in socialno varstvo",556439
"Šmartno pri Litiji","R Kulturne, razvedrilne in rekreacijske dejavnosti",32640
"Šmartno pri Litiji","S Druge dejavnosti",14507
"Šmartno pri Litiji","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Šmartno pri Litiji","U Dejavnost eksteritorialnih organizacij in teles",0
"Šmartno pri Litiji","X Neznano",140379
"Šoštanj","SKD Dejavnost - SKUPAJ",14950921
"Šoštanj","A Kmetijstvo in lov, gozdarstvo, ribištvo",45605
"Šoštanj","B Rudarstvo",4010
"Šoštanj","C Predelovalne dejavnosti",5077717
"Šoštanj","D Oskrba z elektrièno energijo, plinom in paro",533810
"Šoštanj","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1693205
"Šoštanj","F Gradbeništvo",264836
"Šoštanj","G Trgovina, vzdrževanje in popravila motornih vozil",1130830
"Šoštanj","H Promet in skladišèenje",338272
"Šoštanj","I Gostinstvo",2664283
"Šoštanj","J Informacijske in komunikacijske dejavnosti",284864
"Šoštanj","K Finanène in zavarovalniške dejavnosti",26084
"Šoštanj","L Poslovanje z nepremièninami",74432
"Šoštanj","M Strokovne, znanstvene in tehniène dejavnosti",146900
"Šoštanj","N Druge raznovrstne poslovne dejavnosti",67374
"Šoštanj","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",710417
"Šoštanj","P Izobraževanje",169538
"Šoštanj","Q Zdravstvo in socialno varstvo",1314326
